date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:58:46	57912/57912	---M-Z	200	added ('OK')	text/css	etag:%22e238-5ddab1ded3176-gzip%22	https://magnetbahn.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://magnetbahn.org/)
15:58:46	675/675	---M-Z	200	added ('OK')	text/css	etag:%222a3-5ddab1ded21d6-gzip%22	https://magnetbahn.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://magnetbahn.org/)
15:58:47	89521/89521	---M-Z	200	added ('OK')	application/javascript	etag:%2215db1-5dbf3a0458600-gzip%22	https://magnetbahn.org/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-includes/js/jquery/jquery.minaf6c.js	(from https://magnetbahn.org/)
15:58:47	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:%222bd8-5dbf3a0458600-gzip%22	https://magnetbahn.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://magnetbahn.org/)
15:58:47	21855/21855	---M-Z	200	added ('OK')	application/javascript	etag:%22555f-5dbfa9c6594b7-gzip%22	https://magnetbahn.org/wp-content/plugins/ar-for-wordpress/assets/js/jquery-validate-min.js?ver=1.3	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/plugins/ar-for-wordpress/assets/js/jquery-validate-min4e44.js	(from https://magnetbahn.org/)
15:58:47	178/178	---M-Z	200	added ('OK')	application/javascript	etag:%22b2-5dbfa9c6594b7-gzip%22	https://magnetbahn.org/wp-content/plugins/ar-for-wordpress/assets/js/ar-display.js?ver=1.3	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/plugins/ar-for-wordpress/assets/js/ar-display4e44.js	(from https://magnetbahn.org/)
15:58:48	1312/1312	---M-Z	200	added ('OK')	application/javascript	etag:%22520-5d757d147a56c-gzip%22	https://magnetbahn.org/wp-content/plugins/auxin-pro-tools/admin/assets/js/elementor/widgets.js?ver=1.7.4	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/plugins/auxin-pro-tools/admin/assets/js/elementor/widgetsb34d.js	(from https://magnetbahn.org/)
15:58:48	924/924	---M-Z	200	added ('OK')	application/javascript	etag:%2239c-5dc225e5a9592-gzip%22	https://magnetbahn.org/wp-content/plugins/ionos-assistant/js/cookies.js?ver=1649415053	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/plugins/ionos-assistant/js/cookiesfde1.js	(from https://magnetbahn.org/)
15:58:48	15055/15055	---M-Z	200	added ('OK')	application/javascript	etag:%223acf-5ddab1ded7f95-gzip%22	https://magnetbahn.org/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.6.5	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min3ab2.js	(from https://magnetbahn.org/)
15:58:48	19371/19371	---M-Z	200	added ('OK')	application/javascript	etag:%224bab-5d757d10e755b-gzip%22	https://magnetbahn.org/wp-content/themes/phlox-pro/js/solo/modernizr-custom.min.js?ver=5.7.3	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/themes/phlox-pro/js/solo/modernizr-custom.min76f3.js	(from https://magnetbahn.org/)
15:58:49	240645/240645	---MC-	200	added ('OK')	application/json	date:Wed,%2018%20May%202022%2013:58:49%20GMT	https://magnetbahn.org/wp-json/	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-json/index.html	(from https://magnetbahn.org/)
15:58:50	90842/90842	---MC-	200	added ('OK')	application/json	date:Wed,%2018%20May%202022%2013:58:48%20GMT	https://magnetbahn.org/wp-json/wp/v2/pages/22708	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-json/wp/v2/pages/22708.json	(from https://magnetbahn.org/)
15:58:50	798/798	---MC-	200	added ('OK')	text/xml	date:Wed,%2018%20May%202022%2013:58:50%20GMT	https://magnetbahn.org/xmlrpc.php?rsd	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/xmlrpc0db0.php	(from https://magnetbahn.org/)
15:58:50	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-5dbf3a0458600-gzip%22	https://magnetbahn.org/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-includes/wlwmanifest.xml	(from https://magnetbahn.org/)
15:58:51	2458/2458	---MC-	200	added ('OK')	application/json	date:Wed,%2018%20May%202022%2013:58:50%20GMT	https://magnetbahn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmagnetbahn.org%2F	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-json/oembed/1.0/embedadb3.json	(from https://magnetbahn.org/)
15:58:51	2568/2568	---MC-	200	added ('OK')	text/xml	date:Wed,%2018%20May%202022%2013:58:50%20GMT	https://magnetbahn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmagnetbahn.org%2F&format=xml	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-json/oembed/1.0/embed4a3a	(from https://magnetbahn.org/)
15:58:51	930/930	---M--	200	added ('OK')	image/png	etag:%223a2-5daf289b0ac9a%22	https://magnetbahn.org/wp-content/uploads/2021/06/cropped-cropped-Bild-394-1-32x32.png	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/06/cropped-cropped-Bild-394-1-32x32.png	(from https://magnetbahn.org/)
15:58:51	11100/11100	---M--	200	added ('OK')	image/png	etag:%222b5c-5daf289b01ffa%22	https://magnetbahn.org/wp-content/uploads/2021/06/cropped-cropped-Bild-394-1-192x192.png	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/06/cropped-cropped-Bild-394-1-192x192.png	(from https://magnetbahn.org/)
15:58:51	10247/10247	---M--	200	added ('OK')	image/png	etag:%222807-5daf289b07dba%22	https://magnetbahn.org/wp-content/uploads/2021/06/cropped-cropped-Bild-394-1-180x180.png	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/06/cropped-cropped-Bild-394-1-180x180.png	(from https://magnetbahn.org/)
15:58:52	3053/3053	---M--	200	added ('OK')	image/png	etag:%22bed-5daf292dbc173%22	https://magnetbahn.org/wp-content/uploads/2021/06/cropped-cropped-cropped-Bild-394-1-80x80.png	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/06/cropped-cropped-cropped-Bild-394-1-80x80.png	(from https://magnetbahn.org/)
15:58:52	2595/2595	---M--	200	added ('OK')	image/png	etag:%22a23-5daf287eb301d%22	https://magnetbahn.org/wp-content/uploads/2021/06/cropped-Bild-394-1-80x80.png	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/06/cropped-Bild-394-1-80x80.png	(from https://magnetbahn.org/)
15:58:52	3538/3538	---M--	200	added ('OK')	image/png	etag:%22dd2-5daf292de1331%22	https://magnetbahn.org/wp-content/uploads/2021/06/cropped-cropped-cropped-Bild-394-1-90x90.png	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/06/cropped-cropped-cropped-Bild-394-1-90x90.png	(from https://magnetbahn.org/)
15:58:52	3306/3306	---M--	200	added ('OK')	image/png	etag:%22cea-5daf288234755%22	https://magnetbahn.org/wp-content/uploads/2021/06/cropped-Bild-394-1-90x90.png	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/06/cropped-Bild-394-1-90x90.png	(from https://magnetbahn.org/)
15:58:53	91253/91253	---M--	200	added ('OK')	image/jpeg	etag:%2216475-5daa37559a658%22	https://magnetbahn.org/wp-content/uploads/2021/08/77C0C542-3BEA-4098-8235-3EB4B1475F34-470x353.jpeg	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/08/77C0C542-3BEA-4098-8235-3EB4B1475F34-470x353.jpg	(from https://magnetbahn.org/)
15:58:53	197904/197904	---M--	200	added ('OK')	image/jpeg	etag:%2230510-5de696377e75f%22	https://magnetbahn.org/wp-content/uploads/2021/07/IMG_4060-scaled-470x353.jpg	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/07/IMG_4060-scaled-470x353.jpg	(from https://magnetbahn.org/)
15:58:53	200617/200617	---M--	200	added ('OK')	image/jpeg	etag:%2230fa9-5dc2560e3a7c2%22	https://magnetbahn.org/wp-content/uploads/2021/03/PHOTO-2021-03-20-11-19-22-470x353.jpg	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/03/PHOTO-2021-03-20-11-19-22-470x353.jpg	(from https://magnetbahn.org/)
15:58:53	226485/226485	---M--	200	added ('OK')	image/png	etag:%22374b5-5d59e9e0715e6%22	https://magnetbahn.org/wp-content/uploads/2021/11/Bildschirmfoto-2021-11-04-um-17.34.26-470x353.png	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/11/Bildschirmfoto-2021-11-04-um-17.34.26-470x353.png	(from https://magnetbahn.org/)
15:58:54	161433/161433	---M--	200	added ('OK')	image/jpeg	etag:%2227699-5daa3756c72ca%22	https://magnetbahn.org/wp-content/uploads/2021/08/77C0C542-3BEA-4098-8235-3EB4B1475F34-470x625.jpeg	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/08/77C0C542-3BEA-4098-8235-3EB4B1475F34-470x625.jpg	(from https://magnetbahn.org/)
15:58:54	311440/311440	---M--	200	added ('OK')	image/jpeg	etag:%224c090-5de69638a462a%22	https://magnetbahn.org/wp-content/uploads/2021/07/IMG_4060-scaled-470x625.jpg	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/07/IMG_4060-scaled-470x625.jpg	(from https://magnetbahn.org/)
15:58:54	127117/127117	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20May%202022%2013:58:53%20GMT	https://magnetbahn.org/infos/	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/infos/index.html	(from https://magnetbahn.org/)
15:58:54	288034/288034	---M--	200	added ('OK')	image/jpeg	etag:%2246522-5dc2560f1b161%22	https://magnetbahn.org/wp-content/uploads/2021/03/PHOTO-2021-03-20-11-19-22-470x625.jpg	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/03/PHOTO-2021-03-20-11-19-22-470x625.jpg	(from https://magnetbahn.org/)
15:58:55	286455/286455	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20May%202022%2013:58:53%20GMT	https://magnetbahn.org/posts/	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/posts/index.html	(from https://magnetbahn.org/)
15:58:55	347594/347594	---M--	200	added ('OK')	image/png	etag:%2254dca-5da7f05520c92%22	https://magnetbahn.org/wp-content/uploads/2021/11/Bildschirmfoto-2021-11-04-um-17.34.26-470x625.png	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/11/Bildschirmfoto-2021-11-04-um-17.34.26-470x625.png	(from https://magnetbahn.org/)
15:58:55	302591/302591	---M--	200	added ('OK')	image/jpeg	etag:%2249dff-5baf996991b53%22	https://magnetbahn.org/wp-content/uploads/2021/01/IMG_4381-637x637.jpg	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/01/IMG_4381-637x637.jpg	(from https://magnetbahn.org/)
15:58:55	216501/216501	---M--	200	added ('OK')	image/jpeg	etag:%2234db5-5c450900ccdb3%22	https://magnetbahn.org/wp-content/uploads/2021/04/IMG_8615-637x637.jpg	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/04/IMG_8615-637x637.jpg	(from https://magnetbahn.org/)
15:58:55	596385/596385	---M--	200	added ('OK')	image/png	etag:%22919a1-5c191bfc32d23%22	https://magnetbahn.org/wp-content/uploads/2021/07/Bildschirmfoto-2021-05-05-um-11.01.28-637x637.png	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/07/Bildschirmfoto-2021-05-05-um-11.01.28-637x637.png	(from https://magnetbahn.org/)
15:58:55	105449/105449	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20May%202022%2013:58:54%20GMT	https://magnetbahn.org/tve/	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/tve/index.html	(from https://magnetbahn.org/)
15:58:56	86005/86005	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20May%202022%2013:58:55%20GMT	https://magnetbahn.org/uebersicht/	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/uebersicht/index.html	(from https://magnetbahn.org/)
15:58:56	280502/280502	---M--	200	added ('OK')	image/jpeg	etag:%22447b6-5c92d02b43c7d%22	https://magnetbahn.org/wp-content/uploads/2021/07/Toulouse_France_HTT-637x637.jpg	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/07/Toulouse_France_HTT-637x637.jpg	(from https://magnetbahn.org/)
15:58:56	279921/279921	---M--	200	added ('OK')	image/jpeg	etag:%2244571-5cde13cbfad7d%22	https://magnetbahn.org/wp-content/uploads/2021/09/IMG_8953-scaled-637x637.jpg	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/09/IMG_8953-scaled-637x637.jpg	(from https://magnetbahn.org/)
15:58:56	212325/212325	---M--	200	added ('OK')	image/jpeg	etag:%2233d65-5daa38df3ebcf%22	https://magnetbahn.org/wp-content/uploads/2021/08/77C0C542-3BEA-4098-8235-3EB4B1475F34-637x637.jpeg	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/08/77C0C542-3BEA-4098-8235-3EB4B1475F34-637x637.jpg	(from https://magnetbahn.org/)
15:58:56	312121/312121	---M--	200	added ('OK')	image/jpeg	etag:%224c339-5bf7709fa3dea%22	https://magnetbahn.org/wp-content/uploads/2021/02/IMG_4689-637x637.jpg	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/02/IMG_4689-637x637.jpg	(from https://magnetbahn.org/)
15:58:57	85283/85283	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20May%202022%2013:58:56%20GMT	https://magnetbahn.org/vorteile/	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/vorteile/index.html	(from https://magnetbahn.org/)
15:58:57	337312/337312	---M--	200	added ('OK')	image/jpeg	etag:%22525a0-5bf76b28e1b67%22	https://magnetbahn.org/wp-content/uploads/2021/01/7AM04236_1_ps_ps_Farbkorrektur_sRGB-scaled-637x637.jpg	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/01/7AM04236_1_ps_ps_Farbkorrektur_sRGB-scaled-637x637.jpg	(from https://magnetbahn.org/)
15:58:57	292081/292081	---M--	200	added ('OK')	image/jpeg	etag:%22474f1-5c11844067518%22	https://magnetbahn.org/wp-content/uploads/2021/04/IMG_5502-637x637.jpg	C:/My%20Web%20Sites/MB%20II/magnetbahn.org/wp-content/uploads/2021/04/IMG_5502-637x637.jpg	(from https://magnetbahn.org/)
